"fixed.acidity";"volatile.acidity";"residual.sugar";"chlorides";"total.sulfur.dioxide";"density";"pH";"sulphates";"alcohol";"quality";"pred.qual"
8,5;0,37;1,8;0,066;51;0,99456;3,38;0,72;11,8;"good";0,995553167443782
7,2;0,57;2,3;0,081;36;0,99564;3,38;0,6;10,3;"good";0,996860833689257
7,2;0,57;2,3;0,081;36;0,99564;3,38;0,6;10,3;"good";0,996860833689257
10,4;0,43;2,3;0,068;19;0,996;3,1;0,87;11,4;"good";0,995901878442575
6,9;0,41;2;0,079;51;0,99668;3,47;0,55;9,5;"good";0,997558255686844
5,5;0,49;1,8;0,044;87;0,9908;3,5;0,82;14;"good";0,993635256950418
5;0,38;1,6;0,048;60;0,99084;3,7;0,75;14;"good";0,993635256950418
7,3;0,44;1,6;0,049;64;0,9935;3,38;0,57;11,7;"good";0,99564034519348
5,9;0,46;1,9;0,077;44;0,99385;3,5;0,53;11,2;"normal";0,996076233941972
7,5;0,58;2;0,073;44;0,99494;3,1;0,43;9,3;"normal";0,997732611186241
7,8;0,58;2,1;0,102;36;0,9944;3,24;0,53;11,2;"good";0,996076233941972
8;0,715;2,3;0,075;81;0,99688;3,24;0,54;9,5;"good";0,997558255686844
8,5;0,4;6,3;0,05;10;0,99566;3,28;0,56;12;"bad";0,995378811944385
7;0,69;1,9;0,114;10;0,99636;3,35;0,6;9,7;"good";0,997383900187447
8;0,715;2,3;0,075;81;0,99688;3,24;0,54;9,5;"good";0,997558255686844
9,8;0,3;1,7;0,062;9;0,9948;3,14;0,57;11,5;"good";0,995814700692877
7,1;0,46;1,9;0,077;54;0,9956;3,37;0,64;10,4;"good";0,996773655939559
7,1;0,46;1,9;0,077;54;0,9956;3,37;0,64;10,4;"good";0,996773655939559
7,9;0,765;2;0,084;22;0,99619;3,33;0,68;10,9;"good";0,996337767191067
8,7;0,63;2,7;0,096;69;0,99734;3,26;0,63;10,2;"good";0,996948011438956
7;0,42;2,3;0,071;36;0,99476;3,39;0,56;10,9;"normal";0,996337767191067
11,3;0,37;1,8;0,09;47;0,99734;3,15;0,57;10,5;"normal";0,99668647818986
7,1;0,16;2,5;0,068;31;0,99328;3,35;0,54;12,4;"good";0,995030100945591
8;0,6;2,6;0,056;7;0,99286;3,22;0,37;13;"normal";0,994507034447401
7;0,6;4,5;0,068;110;0,99914;3,3;1,17;10,2;"normal";0,996948011438956
7;0,6;4,5;0,068;110;0,99914;3,3;1,17;10,2;"normal";0,996948011438956
7,6;0,74;1,9;0,1;12;0,99521;3,36;0,59;11;"normal";0,996250589441369
8,2;0,635;2,1;0,073;60;0,99638;3,29;0,75;10,9;"good";0,996337767191067
5,9;0,395;2,4;0,056;28;0,99362;3,62;0,67;12,4;"good";0,995030100945591
7,5;0,755;1,9;0,084;12;0,99672;3,34;0,49;9,7;"bad";0,997383900187447
8,2;0,635;2,1;0,073;60;0,99638;3,29;0,75;10,9;"good";0,996337767191067
6,6;0,63;4,3;0,093;77,5;0,99558;3,2;0,45;9,5;"normal";0,997558255686844
6,6;0,63;4,3;0,093;77,5;0,99558;3,2;0,45;9,5;"normal";0,997558255686844
7,2;0,53;2,1;0,064;29;0,99323;3,35;0,61;12,1;"good";0,995291634194687
5,7;0,6;1,4;0,063;18;0,99191;3,45;0,56;12,2;"good";0,995204456444988
7,6;1,58;2,1;0,137;9;0,99476;3,5;0,4;10,9;"bad";0,996337767191067
5,2;0,645;2,15;0,08;28;0,99444;3,78;0,61;12,5;"good";0,994942923195893
6,7;0,86;2;0,1;57;0,99598;3,6;0,74;11,7;"good";0,99564034519348
9,1;0,37;2,1;0,064;15;0,99576;3,3;0,8;11,2;"good";0,996076233941972
8;0,28;1,8;0,081;68;0,99501;3,36;0,66;11,2;"normal";0,996076233941972
7,6;0,79;2,3;0,087;68;0,9955;3,12;0,44;9,2;"normal";0,997819788935939
7,5;0,61;1,9;0,073;88;0,99612;3,3;0,53;9,8;"normal";0,997296722437749
9,7;0,69;2,5;0,088;91;0,9979;3,29;0,62;10,1;"normal";0,997035189188654
6,8;0,68;3,9;0,068;29;0,99524;3,41;0,52;11,1;"bad";0,99616341169167
9,7;0,69;2,5;0,088;91;0,9979;3,29;0,62;10,1;"normal";0,997035189188654
7;0,62;1,4;0,071;63;0,996;3,28;0,61;9,2;"normal";0,997819788935939
7,5;0,61;1,9;0,073;88;0,99612;3,3;0,53;9,8;"normal";0,997296722437749
6,5;0,51;3;0,064;27;0,9929;3,33;0,59;12,8;"good";0,994681389946798
8;1,18;1,9;0,083;41;0,99532;3,34;0,47;10,5;"normal";0,99668647818986
7;0,36;2,3;0,086;65;0,99558;3,4;0,54;10,1;"good";0,997035189188654
7;0,36;2,4;0,086;69;0,99556;3,4;0,53;10,1;"good";0,997035189188654
7,5;0,63;2;0,083;91;0,99616;3,26;0,58;9,8;"good";0,997296722437749
5,4;0,74;1,2;0,041;46;0,99258;4,01;0,59;12,5;"good";0,994942923195893
9,9;0,44;2,2;0,091;41;0,99638;3,18;0,69;11,9;"good";0,995465989694083
7,5;0,63;2;0,083;91;0,99616;3,26;0,58;9,8;"good";0,997296722437749
9,1;0,76;1,7;0,414;64;0,99652;2,9;1,33;9,1;"good";0,997906966685637
9,7;0,66;2,6;0,094;88;0,99796;3,26;0,66;10,1;"normal";0,997035189188654
5;0,74;1,2;0,041;46;0,99258;4,01;0,59;12,5;"good";0,994942923195893
9,1;0,34;1,8;0,058;18;0,99392;3,18;0,55;11,4;"normal";0,995901878442575
9,1;0,36;1,8;0,06;55;0,99495;3,18;0,82;11;"good";0,996250589441369
6,7;0,46;1,7;0,077;34;0,9948;3,39;0,6;10,6;"good";0,996599300440162
6,7;0,46;1,7;0,077;34;0,9948;3,39;0,6;10,6;"good";0,996599300440162
6,7;0,46;1,7;0,077;34;0,9948;3,39;0,6;10,6;"good";0,996599300440162
6,7;0,46;1,7;0,077;34;0,9948;3,39;0,6;10,6;"good";0,996599300440162
6,5;0,52;1,8;0,073;38;0,9955;3,34;0,52;9,3;"normal";0,997732611186241
7,4;0,6;2,1;0,083;91;0,99616;3,29;0,56;9,8;"good";0,997296722437749
7,4;0,6;2,1;0,083;91;0,99616;3,29;0,56;9,8;"good";0,997296722437749
7,8;0,87;3,8;0,107;67;0,99668;3,26;0,46;9,2;"normal";0,997819788935939
8,4;0,39;1,7;0,075;25;0,99581;3,09;0,43;9,7;"good";0,997383900187447
9,1;0,775;2,2;0,079;48;0,9976;3,18;0,51;9,6;"normal";0,997471077937146
7,2;0,835;2;0,166;11;0,99608;3,39;0,52;10;"normal";0,997122366938352
6,6;0,58;2,4;0,069;40;0,99387;3,38;0,66;12,6;"good";0,994855745446195
6;0,5;1,4;0,057;26;0,99448;3,36;0,45;9,5;"normal";0,997558255686844
6;0,5;1,4;0,057;26;0,99448;3,36;0,45;9,5;"normal";0,997558255686844
6;0,5;1,4;0,057;26;0,99448;3,36;0,45;9,5;"normal";0,997558255686844
7,5;0,51;1,7;0,084;31;0,99538;3,36;0,54;10,5;"good";0,99668647818986
7,5;0,51;1,7;0,084;31;0,99538;3,36;0,54;10,5;"good";0,99668647818986
7,5;0,51;1,7;0,084;31;0,99538;3,36;0,54;10,5;"good";0,99668647818986
7,6;0,54;1,7;0,085;31;0,99589;3,37;0,51;10,4;"good";0,996773655939559
7,5;0,51;1,7;0,084;31;0,99538;3,36;0,54;10,5;"good";0,99668647818986
11,5;0,42;2,6;0,077;20;0,99852;3,09;0,53;11;"normal";0,996250589441369
8,2;0,44;2,3;0,063;28;0,99613;3,25;0,53;10,2;"good";0,996948011438956
6,1;0,59;2,1;0,056;13;0,99472;3,52;0,56;11,4;"normal";0,995901878442575
7,2;0,655;1,8;0,078;12;0,99587;3,34;0,39;9,5;"normal";0,997558255686844
7,2;0,655;1,8;0,078;12;0,99587;3,34;0,39;9,5;"normal";0,997558255686844
6,9;0,57;2,8;0,081;41;0,99518;3,41;0,52;10,8;"normal";0,996424944940765
9;0,6;2;0,069;73;0,99654;3,34;0,57;10;"normal";0,997122366938352
7,2;0,62;2,3;0,065;46;0,99332;3,32;0,51;11,8;"good";0,995553167443782
7,6;0,645;1,9;0,086;57;0,9969;3,37;0,46;10,3;"normal";0,996860833689257
7,6;0,645;1,9;0,086;57;0,9969;3,37;0,46;10,3;"normal";0,996860833689257
7,2;0,58;2,3;0,077;28;0,99568;3,35;0,52;10;"normal";0,997122366938352
6,1;0,32;1,8;0,086;32;0,99464;3,36;0,44;10,1;"normal";0,997035189188654
6,1;0,34;1,8;0,084;28;0,99464;3,36;0,44;10,1;"normal";0,997035189188654
7,3;0,43;2,5;0,078;67;0,99648;3,6;0,59;11,1;"good";0,99616341169167
7,4;0,64;5,4;0,168;98;0,99736;3,28;0,5;9,5;"normal";0,997558255686844
11,6;0,475;1,4;0,091;28;0,99704;3,07;0,65;10,0333333333333;"good";0,997093307688453
9,2;0,54;2,3;0,112;38;0,99699;3,24;0,56;10,9;"normal";0,996337767191067
8,3;0,85;2,5;0,093;54;0,99724;3,36;0,54;10,1;"normal";0,997035189188654
11,6;0,475;1,4;0,091;28;0,99704;3,07;0,65;10,0333333333333;"good";0,997093307688453
8;0,83;2;0,08;63;0,99652;3,29;0,48;9,8;"bad";0,997296722437749
7,2;0,605;1,9;0,096;31;0,995;3,46;0,53;11,8;"good";0,995553167443782
7,8;0,5;2,2;0,115;42;0,9971;3,18;0,62;9,5;"normal";0,997558255686844
7,3;0,74;1,7;0,094;45;0,99576;3,24;0,5;9,8;"normal";0,997296722437749
6,9;0,54;2,2;0,088;105;0,99725;3,25;1,18;10,5;"good";0,99668647818986
8;0,77;2,1;0,079;74;0,99656;3,27;0,5;9,8;"good";0,997296722437749
6,6;0,61;1,6;0,069;8;0,99396;3,33;0,37;10,4;"bad";0,996773655939559
8,7;0,78;1,7;0,415;66;0,99623;3;1,17;9,2;"normal";0,997819788935939
7,5;0,58;3,1;0,153;14;0,99476;3,21;1,03;11,6;"good";0,995727522943178
8,7;0,78;1,7;0,415;66;0,99623;3;1,17;9,2;"normal";0,997819788935939
7,7;0,75;3,8;0,11;89;0,99664;3,24;0,45;9,3;"normal";0,997732611186241
6,8;0,815;1,2;0,267;29;0,99471;3,32;0,51;9,8;"bad";0,997296722437749
7,2;0,56;2;0,083;100;0,99586;3,26;0,52;9,9;"normal";0,997209544688051
8,2;0,885;1,4;0,086;31;0,9946;3,11;0,46;10;"normal";0,997122366938352
5,2;0,49;2,3;0,09;74;0,9953;3,71;0,62;12,2;"good";0,995204456444988
7,2;0,45;2;0,078;28;0,99609;3,29;0,51;9,9;"good";0,997209544688051
7,5;0,57;2,6;0,077;35;0,99557;3,36;0,62;10,8;"good";0,996424944940765
7,5;0,57;2,6;0,077;35;0,99557;3,36;0,62;10,8;"good";0,996424944940765
6,8;0,83;1,8;0,074;25;0,99534;3,38;0,45;9,6;"normal";0,997471077937146
8;0,6;2,1;0,08;105;0,99613;3,3;0,49;9,9;"normal";0,997209544688051
8;0,6;2,1;0,08;105;0,99613;3,3;0,49;9,9;"normal";0,997209544688051
7,1;0,755;1,8;0,107;84;0,99593;3,19;0,5;9,5;"normal";0,997558255686844
8;0,81;3,4;0,076;85;0,99668;3,19;0,42;9,2;"normal";0,997819788935939
7,4;0,64;1,8;0,1;23;0,9961;3,3;0,58;9,6;"normal";0,997471077937146
7,4;0,64;1,8;0,1;23;0,9961;3,3;0,58;9,6;"normal";0,997471077937146
6,6;0,64;6,1;0,083;49;0,99718;3,35;0,68;10,3;"normal";0,996860833689257
6,7;0,48;2,2;0,08;111;0,99524;3,1;0,53;9,7;"normal";0,997383900187447
6;0,49;2,3;0,068;33;0,99292;3,58;0,59;12,5;"good";0,994942923195893
8;0,64;2,4;0,094;33;0,99612;3,37;0,58;11;"normal";0,996250589441369
7,1;0,62;1,3;0,07;12;0,9942;3,17;0,48;9,8;"normal";0,997296722437749
8;0,52;2;0,078;59;0,99612;3,3;0,48;10,2;"normal";0,996948011438956
6,4;0,57;3,9;0,07;73;0,99669;3,32;0,48;9,2;"normal";0,997819788935939
8,6;0,685;1,6;0,092;12;0,99745;3,31;0,65;9,55;"good";0,997514666811995
8,7;0,675;1,6;0,09;11;0,99745;3,31;0,65;9,55;"normal";0,997514666811995
7,3;0,59;2;0,08;104;0,99584;3,28;0,52;9,9;"normal";0,997209544688051
7;0,6;2,2;0,083;28;0,9966;3,52;0,62;10,2;"good";0,996948011438956
7,2;0,67;2,2;0,068;24;0,9956;3,42;0,72;11,1;"good";0,99616341169167
7,6;0,3;2;0,052;24;0,9963;3,44;0,82;11,9;"good";0,995465989694083
7,2;0,33;1,7;0,061;13;0,996;3,23;1,1;10;"good";0,997122366938352
8;0,5;2,6;0,082;46;0,9985;3,43;0,62;10,7;"good";0,996512122690464
7,7;0,28;2;0,062;34;0,9952;3,28;0,9;11,3;"good";0,995989056192274
8,2;0,24;5,1;0,062;22;0,9974;3,22;0,94;10,9;"good";0,996337767191067
6;0,51;2,1;0,064;54;0,995;3,54;0,93;10,7;"good";0,996512122690464
8,1;0,29;2,2;0,048;53;0,995;3,27;1,01;12,4;"good";0,995030100945591
6;0,51;2,1;0,064;54;0,995;3,54;0,93;10,7;"good";0,996512122690464
6,6;0,96;1,8;0,082;16;0,9936;3,5;0,44;11,9;"good";0,995465989694083
6,4;0,47;2,4;0,071;19;0,9963;3,56;0,73;10,6;"good";0,996599300440162
8,2;0,24;5,1;0,062;22;0,9974;3,22;0,94;10,9;"good";0,996337767191067
9,9;0,57;2;0,104;89;0,9963;3,04;0,9;10,1;"normal";0,997035189188654
10;0,32;2,2;0,077;15;0,9994;3,2;0,78;9,6;"normal";0,997471077937146
6,2;0,58;1,6;0,065;18;0,9966;3,56;0,84;9,4;"normal";0,997645433436542
10;0,32;2,2;0,077;15;0,9994;3,2;0,78;9,6;"normal";0,997471077937146
7,3;0,34;2,5;0,064;37;0,9952;3,35;0,77;12,1;"good";0,995291634194687
7,8;0,53;1,6;0,077;19;0,995;3,16;0,46;9,8;"normal";0,997296722437749
7,8;0,53;1,6;0,077;19;0,995;3,16;0,46;9,8;"normal";0,997296722437749
7,5;0,4;1,6;0,079;58;0,9965;3,34;0,58;9,4;"normal";0,997645433436542
7;0,54;2,1;0,079;55;0,9956;3,39;0,84;11,4;"good";0,995901878442575
6,4;0,53;3,9;0,123;31;0,9968;3,5;0,67;11;"bad";0,996250589441369
8,3;0,26;1,4;0,076;23;0,9974;3,26;0,7;9,6;"good";0,997471077937146
8,3;0,26;1,4;0,076;23;0,9974;3,26;0,7;9,6;"good";0,997471077937146
7,7;0,23;1,8;0,046;60;0,9971;3,41;0,71;12,1;"good";0,995291634194687
7,6;0,41;2,5;0,078;23;0,9957;3,3;0,58;11,2;"normal";0,996076233941972
7,8;0,64;1,9;0,072;55;0,9962;3,31;0,63;11;"normal";0,996250589441369
7,9;0,18;2,2;0,049;67;0,996;3,33;0,93;11,3;"normal";0,995989056192274
7,4;0,41;1,8;0,066;47;0,9956;3,37;0,62;10,4;"normal";0,996773655939559
7,6;0,43;2,1;0,069;74;0,9958;3,26;0,54;9,9;"good";0,997209544688051
5,9;0,44;1,6;0,042;11;0,9944;3,48;0,85;11,7;"good";0,99564034519348
6,1;0,4;1,8;0,069;25;0,9955;3,42;0,74;10,1;"good";0,997035189188654
10,2;0,54;15,4;0,214;95;1,00369;3,18;0,77;9;"good";0,997994144435336
10,2;0,54;15,4;0,214;95;1,00369;3,18;0,77;9;"good";0,997994144435336
10;0,38;1,6;0,169;90;0,99914;3,15;0,65;8,5;"normal";0,998430033183828
6,8;0,915;4,8;0,07;39;0,99577;3,53;0,54;11,1;"normal";0,99616341169167
7;0,59;1,7;0,052;8;0,996;3,41;0,47;10,3;"normal";0,996860833689257
7,3;0,67;2,2;0,072;92;0,99566;3,32;0,68;11,0666666666667;"good";0,99619247094157
7,2;0,37;2;0,062;28;0,9947;3,23;0,73;11,3;"good";0,995989056192274
7,4;0,785;5,2;0,094;98;0,99713;3,16;0,52;9,56666666666667;"good";0,997500137187045
6,9;0,63;1,9;0,078;30;0,99712;3,4;0,75;9,8;"normal";0,997296722437749
6,9;0,58;1,75;0,058;22;0,99322;3,38;0,49;11,7;"normal";0,99564034519348
7,3;0,67;2,2;0,072;92;0,99566;3,32;0,68;11,1;"good";0,99616341169167
7,4;0,785;5,2;0,094;98;0,99713;3,16;0,52;9,6;"good";0,997471077937146
6,9;0,63;1,9;0,078;30;0,99712;3,4;0,75;9,8;"normal";0,997296722437749
6,8;0,67;1,9;0,08;39;0,99701;3,4;0,74;9,7;"normal";0,997383900187447
6,9;0,58;1,9;0,08;54;0,99683;3,4;0,73;9,7;"normal";0,997383900187447
7,2;0,38;2;0,056;29;0,99472;3,23;0,76;11,3;"good";0,995989056192274
7,2;0,37;2;0,062;28;0,9947;3,23;0,73;11,3;"good";0,995989056192274
7,8;0,32;2,7;0,104;17;0,99732;3,33;0,78;11;"good";0,996250589441369
6,6;0,58;2;0,062;53;0,99374;3,35;0,76;11,6;"good";0,995727522943178
7,6;0,49;1,9;0,074;85;0,99706;3,41;0,58;9;"normal";0,997994144435336
11,7;0,45;2,2;0,073;23;0,99974;3,21;0,69;10,9;"good";0,996337767191067
6,5;0,9;1,6;0,052;17;0,99467;3,5;0,63;10,9;"good";0,996337767191067
6;0,54;1,8;0,05;89;0,99236;3,3;0,5;10,55;"good";0,996642889315011
7,6;0,49;1,9;0,074;85;0,99706;3,41;0,58;9;"normal";0,997994144435336
8,4;0,29;1,7;0,067;20;0,99603;3,39;0,6;10,5;"normal";0,99668647818986
7,9;0,2;1,7;0,054;15;0,99458;3,32;0,8;11,9;"good";0,995465989694083
6,4;0,42;2,3;0,054;64;0,99724;3,41;0,68;10,4;"good";0,996773655939559
6,2;0,785;2,1;0,06;13;0,99664;3,59;0,61;10;"bad";0,997122366938352
6,8;0,64;2,3;0,075;31;0,99545;3,36;0,58;10,4;"good";0,996773655939559
6,9;0,63;2,4;0,076;39;0,99522;3,34;0,53;10,8;"good";0,996424944940765
6,8;0,59;1,7;0,063;53;0,9958;3,41;0,67;9,7;"normal";0,997383900187447
6,8;0,59;1,7;0,063;53;0,9958;3,41;0,67;9,7;"normal";0,997383900187447
7,3;0,48;2,1;0,062;54;0,99728;3,3;0,65;10;"good";0,997122366938352
6,7;1,04;2,3;0,067;32;0,99648;3,52;0,57;11;"bad";0,996250589441369
7,3;0,48;2,1;0,062;54;0,99728;3,3;0,65;10;"good";0,997122366938352
7,3;0,98;2,1;0,061;49;0,99705;3,31;0,55;9,7;"bad";0,997383900187447
10;0,69;1,4;0,084;24;0,99578;2,88;0,47;9,7;"normal";0,997383900187447
6,7;0,7;3,75;0,067;16;0,99334;3,43;0,52;12,6;"normal";0,994855745446195
7,6;0,35;2,6;0,073;44;0,99656;3,38;0,79;11,1;"good";0,99616341169167
6,1;0,6;1,8;0,071;45;0,99336;3,38;0,54;11;"normal";0,996250589441369
9,9;0,5;13,8;0,205;82;1,00242;3,16;0,75;8,8;"normal";0,998168499934733
5,3;0,47;2,2;0,048;89;0,99182;3,54;0,88;13,5666666666667;"good";0,994013027199111
9,9;0,5;13,8;0,205;82;1,00242;3,16;0,75;8,8;"normal";0,998168499934733
5,3;0,47;2,2;0,048;89;0,99182;3,54;0,88;13,6;"good";0,993983967949211
7,1;0,875;5,7;0,082;14;0,99808;3,4;0,52;10,2;"bad";0,996948011438956
8,2;0,28;3;0,104;22;0,99828;3,39;0,68;10,6;"normal";0,996599300440162
5,6;0,62;1,5;0,08;13;0,99498;3,66;0,62;10,1;"bad";0,997035189188654
8,2;0,28;3;0,104;22;0,99828;3,39;0,68;10,6;"normal";0,996599300440162
7,2;0,58;2,1;0,114;9;0,99719;3,33;0,57;10,3;"bad";0,996860833689257
8,1;0,33;1,5;0,042;12;0,99542;3,35;0,61;10,7;"normal";0,996512122690464
6,8;0,91;2;0,06;11;0,99592;3,53;0,64;10,9;"bad";0,996337767191067
7;0,655;2,1;0,074;25;0,99606;3,37;0,55;9,7;"normal";0,997383900187447
6,8;0,68;2,1;0,07;23;0,99546;3,38;0,6;10,3;"normal";0,996860833689257
6;0,64;1,9;0,066;17;0,99496;3,52;0,78;10,6;"normal";0,996599300440162
5,6;0,54;1,7;0,049;13;0,9942;3,72;0,58;11,4;"normal";0,995901878442575
6,2;0,57;2,1;0,048;11;0,99448;3,44;0,76;10,8;"good";0,996424944940765
7,1;0,22;1,8;0,039;18;0,99344;3,39;0,56;12,4;"good";0,995030100945591
5,6;0,54;1,7;0,049;13;0,9942;3,72;0,58;11,4;"normal";0,995901878442575
6,2;0,65;1,6;0,05;18;0,99348;3,57;0,54;11,95;"normal";0,995422400819234
6,4;0,31;1,4;0,066;28;0,99459;3,42;0,7;10;"good";0,997122366938352
7;0,43;1,9;0,08;28;0,99492;3,35;0,81;10,6;"good";0,996599300440162
6,9;0,74;2,3;0,054;16;0,99508;3,45;0,63;11,5;"good";0,995814700692877
6,6;0,895;2,3;0,068;13;0,99582;3,53;0,58;10,8;"good";0,996424944940765
6,9;0,74;2,3;0,054;16;0,99508;3,45;0,63;11,5;"good";0,995814700692877
7,5;0,725;1,5;0,076;15;0,99508;3,26;0,53;9,6;"normal";0,997471077937146
7,8;0,82;4,3;0,083;64;0,99642;3,16;0,53;9,4;"normal";0,997645433436542
7,3;0,585;2,4;0,078;60;0,99638;3,31;0,54;9,8;"normal";0,997296722437749
6,2;0,44;2,5;0,077;14;0,99555;3,51;0,69;11;"good";0,996250589441369
7,5;0,38;2,3;0,106;12;0,99605;3,36;0,55;11,4;"good";0,995901878442575
6,7;0,76;1,8;0,078;12;0,996;3,55;0,63;9,95;"bad";0,997165955813201
6,8;0,81;2;0,07;14;0,99562;3,51;0,66;10,8;"good";0,996424944940765
7,5;0,38;2,3;0,106;12;0,99605;3,36;0,55;11,4;"good";0,995901878442575
7,1;0,27;2,1;0,074;25;0,99814;3,38;0,72;10,6;"good";0,996599300440162
7,9;0,18;1,8;0,062;20;0,9941;3,28;0,7;11,1;"normal";0,99616341169167
6,4;0,36;2,2;0,047;48;0,99661;3,47;0,77;9,7;"good";0,997383900187447
7,1;0,69;2,1;0,068;27;0,99712;3,44;0,67;9,8;"normal";0,997296722437749
6,4;0,79;2,2;0,061;17;0,99588;3,53;0,65;10,4;"good";0,996773655939559
6,4;0,56;1,8;0,078;65;0,99294;3,33;0,6;10,5;"good";0,99668647818986
6,9;0,84;4,1;0,074;65;0,99842;3,53;0,72;9,23333333333333;"good";0,99779072968604
6,9;0,84;4,1;0,074;65;0,99842;3,53;0,72;9,25;"good";0,99777620006109
6,1;0,32;2,3;0,071;58;0,99633;3,42;0,97;10,6;"normal";0,996599300440162
6,5;0,53;2;0,063;44;0,99489;3,38;0,83;10,3;"good";0,996860833689257
7,4;0,47;2,2;0,114;20;0,99647;3,32;0,63;10,5;"normal";0,99668647818986
6,6;0,7;2,6;0,106;27;0,99665;3,44;0,58;10,2;"normal";0,996948011438956
6,5;0,53;2;0,063;44;0,99489;3,38;0,83;10,3;"good";0,996860833689257
6,9;0,48;1,9;0,082;23;0,99585;3,39;0,43;9,05;"bad";0,997950555560487
6,1;0,32;2,3;0,071;58;0,99633;3,42;0,97;10,6;"normal";0,996599300440162
6,8;0,48;2;0,076;61;0,9953;3,34;0,6;10,4;"normal";0,996773655939559
6;0,42;2;0,075;47;0,99522;3,39;0,78;10;"good";0,997122366938352
6,7;0,48;2,1;0,064;34;0,99552;3,33;0,64;9,7;"normal";0,997383900187447
6,8;0,47;2,2;0,064;38;0,99553;3,3;0,65;9,6;"good";0,997471077937146
7,1;0,53;1,7;0,071;24;0,9951;3,29;0,66;10,8;"good";0,996424944940765
7,9;0,29;2,2;0,096;59;0,99714;3,31;0,67;10,1;"good";0,997035189188654
7,1;0,69;2,1;0,063;52;0,99608;3,42;0,6;10,2;"good";0,996948011438956
6,6;0,44;2,2;0,063;18;0,99444;3,42;0,69;11,3;"good";0,995989056192274
6,1;0,705;2,8;0,081;28;0,99631;3,6;0,66;10,2;"normal";0,996948011438956
7,2;0,53;2;0,058;22;0,99573;3,21;0,68;9,9;"good";0,997209544688051
8;0,39;1,9;0,074;84;0,99717;3,39;0,61;9;"normal";0,997994144435336
6,6;0,56;2,4;0,064;29;0,99397;3,42;0,62;11,7;"good";0,99564034519348
7;0,55;2,2;0,075;35;0,9959;3,36;0,59;9,7;"good";0,997383900187447
6,1;0,53;1,9;0,077;45;0,99528;3,6;0,68;10,3;"good";0,996860833689257
5,4;0,58;1,9;0,059;31;0,99484;3,5;0,64;10,2;"good";0,996948011438956
6,2;0,64;2,5;0,081;26;0,99538;3,57;0,63;12;"normal";0,995378811944385
7,2;0,39;1,8;0,065;60;0,99714;3,46;0,78;9,9;"normal";0,997209544688051
6,2;0,52;4,4;0,071;32;0,99646;3,56;0,63;11,6;"good";0,995727522943178
7,4;0,25;2,2;0,054;49;0,99666;3,4;0,76;10,9;"good";0,996337767191067
6,7;0,855;1,9;0,064;38;0,99472;3,3;0,56;10,75;"good";0,996468533815615
11,1;0,44;2,2;0,064;19;0,99758;3,25;0,57;10,4;"good";0,996773655939559
8,4;0,37;2,3;0,063;19;0,9955;3,17;0,81;11,2;"good";0,996076233941972
6,5;0,63;1,8;0,059;28;0,99531;3,36;0,64;10,1;"good";0,997035189188654
7;0,57;2;0,072;26;0,99575;3,36;0,61;10,2;"normal";0,996948011438956
6,3;0,6;1,6;0,048;26;0,99306;3,55;0,51;12,1;"normal";0,995291634194687
11,2;0,4;2;0,099;50;0,99783;3,1;0,58;10,4;"normal";0,996773655939559
7,4;0,36;1,8;0,074;24;0,99419;3,24;0,7;11,4;"good";0,995901878442575
7,1;0,68;2,3;0,087;26;0,99783;3,45;0,53;9,5;"normal";0,997558255686844
7,1;0,67;2,3;0,083;27;0,99768;3,44;0,54;9,4;"normal";0,997645433436542
6,3;0,68;3,7;0,103;54;0,99586;3,51;0,66;11,3;"good";0,995989056192274
7,3;0,735;2,2;0,08;28;0,99765;3,41;0,6;9,4;"normal";0,997645433436542
6,6;0,855;2,4;0,062;23;0,99627;3,54;0,6;11;"good";0,996250589441369
7;0,56;1,7;0,065;24;0,99514;3,44;0,68;10,55;"good";0,996642889315011
6,6;0,88;2,2;0,066;20;0,99636;3,53;0,56;9,9;"normal";0,997209544688051
6,6;0,855;2,4;0,062;23;0,99627;3,54;0,6;11;"good";0,996250589441369
6,9;0,63;6,7;0,235;115;0,99787;3,22;0,56;9,5;"normal";0,997558255686844
7,2;0,695;2;0,076;20;0,99546;3,29;0,54;10,1;"normal";0,997035189188654
7,2;0,695;2;0,076;20;0,99546;3,29;0,54;10,1;"normal";0,997035189188654
7,2;0,695;2;0,076;20;0,99546;3,29;0,54;10,1;"normal";0,997035189188654
6,7;0,67;1,9;0,061;42;0,99489;3,39;0,82;10,9;"good";0,996337767191067
6,7;0,16;2,1;0,059;52;0,99494;3,34;0,71;11,2;"good";0,996076233941972
7,2;0,695;2;0,076;20;0,99546;3,29;0,54;10,1;"normal";0,997035189188654
7;0,56;1,6;0,077;42;0,99629;3,34;0,59;9,2;"normal";0,997819788935939
6,2;0,51;1,9;0,056;34;0,99396;3,48;0,57;11,5;"good";0,995814700692877
6,4;0,36;2,2;0,23;35;0,9934;3,37;0,93;12,4;"good";0,995030100945591
6,4;0,38;2,2;0,038;25;0,99514;3,44;0,65;11,1;"good";0,99616341169167
7,3;0,69;2,2;0,069;104;0,99632;3,33;0,51;9,5;"normal";0,997558255686844
6;0,58;2,4;0,075;50;0,99467;3,58;0,67;12,5;"good";0,994942923195893
5,6;0,31;13,9;0,074;92;0,99677;3,39;0,48;10,5;"good";0,99668647818986
7,5;0,52;2,2;0,06;20;0,99474;3,26;0,64;11,8;"good";0,995553167443782
